Date;ENGI FP Equity;CS FP Equity;RTY Index;SPX Index;SX5E Index;SXXP Index
08/05/2020;9.798;16.226;1329.638;2929.8;2908.11;341.05
07/05/2020;9.69;16.294;1282.927;2881.19;2880.6;337.98
06/05/2020;9.578;15.954;1263.008;2848.42;2843.76;334.34
05/05/2020;9.564;15.84;1273.51;2868.44;2875.91;335.5
04/05/2020;9.444;15.418;1263.969;2842.74;2816.48;328.44
30/04/2020;9.904;16.196;1310.664;2912.43;2927.93;340.03
29/04/2020;9.99;16.59;1360.763;2939.51;2996.08;347.06
28/04/2020;9.37;15.98;1298.083;2863.39;2932.06;341.09
27/04/2020;9.314;15.172;1281.878;2878.48;2882.09;335.44
24/04/2020;9.246;14.56;1233.053;2836.74;2809.07;329.59
23/04/2020;9.202;14.76;1214.065;2797.8;2852.46;333.24
22/04/2020;9.136;14.734;1201.523;2799.31;2834.9;330.14
21/04/2020;9.22;14.682;1185.094;2736.56;2791.34;324.31
20/04/2020;9.50;14.91;1213.348;2823.16;2909.5;335.7
17/04/2020;9.492;14.924;1229.098;2874.56;2888.3;333.47
16/04/2020;9.352;14.712;1178.089;2799.55;2812.35;324.92
15/04/2020;9.334;14.922;1183.977;2783.36;2808.2;323.06
14/04/2020;9.72;15.494;1237.333;2846.06;2917.74;333.89
09/04/2020;9.886;15.53;1246.726;2789.82;2892.79;331.8
08/04/2020;9.422;15.308;1191.664;2749.98;2851.27;326.67
07/04/2020;9.358;15.372;1139.17;2659.41;2857.67;326.61
06/04/2020;9.276;14.766;1138.778;2663.68;2795.97;320.58
03/04/2020;8.698;13.964;1052.053;2488.65;2662.99;309.06
02/04/2020;8.894;14.634;1085.808;2526.9;2688.49;312.08
01/04/2020;8.976;14.734;1071.994;2470.5;2680.3;310.77
31/03/2020;9.412;15.788;1153.103;2584.59;2786.9;320.06
30/03/2020;9.45;15.346;1158.317;2626.65;2765.62;314.88
27/03/2020;9.848;15.49;1131.988;2541.47;2728.65;310.9
26/03/2020;10.60;16.356;1180.319;2630.07;2847.78;321.38
25/03/2020;10.585;16.448;1110.365;2475.56;2800.14;313.38
24/03/2020;10.39;15.81;1096.555;2447.33;2715.11;304
23/03/2020;9.766;13.448;1002.417;2237.4;2485.54;280.43
20/03/2020;10.405;13.72;1013.889;2304.92;2548.5;293.04
19/03/2020;10.285;12.494;1058.749;2409.39;2454.08;287.8
18/03/2020;10.30;12.698;991.16;2398.1;2385.82;279.66
17/03/2020;10.305;13.638;1106.51;2529.19;2530.5;291.07
16/03/2020;9.978;13.444;1037.416;2386.13;2450.37;284.63
13/03/2020;10.485;15.33;1209.46;2711.02;2586.02;299.16
12/03/2020;10.54;14.986;1122.93;2480.64;2545.23;294.93
11/03/2020;12.73;17.676;1264.296;2741.38;2905.56;333.17
10/03/2020;13.01;17.728;1350.898;2882.23;2910.02;335.64
09/03/2020;13.68;18.002;1313.44;2746.56;2959.07;339.5
06/03/2020;14.945;20.00;1449.221;2972.37;3232.07;366.8
05/03/2020;15.73;20.66;1478.824;3023.94;3363.58;380.76
04/03/2020;15.93;21.155;1531.197;3130.12;3420.56;386.3
03/03/2020;15.235;21.01;1486.083;3003.37;3371.97;381.13
02/03/2020;15.135;20.725;1518.491;3090.23;3338.83;375.97
28/02/2020;15.03;20.955;1476.431;2954.22;3329.49;375.65
27/02/2020;16.005;21.855;1497.87;2978.76;3455.92;389.45
26/02/2020;15.64;22.56;1552.761;3116.39;3577.68;404.62
25/02/2020;15.545;22.81;1571.897;3128.21;3572.51;404.6
24/02/2020;16.095;23.345;1628.104;3225.89;3647.98;411.86
21/02/2020;16.595;24.13;1678.609;3337.75;3800.38;428.07
20/02/2020;16.48;24.485;1696.069;3373.23;3822.98;430.19
19/02/2020;16.645;25.365;1692.573;3386.15;3865.18;433.9
18/02/2020;16.55;25.435;1683.522;3370.29;3836.54;430.33
17/02/2020;16.325;25.50;#N/A;#N/A;3853.27;431.98
14/02/2020;16.135;25.46;1687.584;3380.16;3840.97;430.52
13/02/2020;15.91;25.27;1693.736;3373.94;3846.74;431.08
12/02/2020;15.94;25.265;1689.377;3379.45;3854.43;431.16
11/02/2020;15.915;25.16;1677.515;3357.75;3825.84;428.48
10/02/2020;15.625;24.91;1667.669;3352.09;3793.18;424.64
07/02/2020;15.64;24.81;1656.778;3327.71;3798.49;424.36
06/02/2020;15.71;24.745;1677.457;3345.78;3805.52;425.49
05/02/2020;15.535;24.71;1681.921;3334.69;3777.84;423.62
04/02/2020;15.645;24.40;1656.768;3297.59;3732.28;418.47
03/02/2020;15.63;24.07;1632.205;3248.92;3661.27;411.72
31/01/2020;15.56;24.08;1614.061;3225.52;3640.91;410.71
30/01/2020;15.63;24.235;1648.219;3283.66;3690.78;415.16
29/01/2020;15.88;24.23;1649.221;3273.4;3736.36;419.41
28/01/2020;15.725;24.165;1658.314;3276.24;3719.22;417.56
27/01/2020;15.70;23.87;1644.138;3243.63;3677.84;414.07
24/01/2020;15.71;24.31;1662.232;3295.47;3779.16;423.64
23/01/2020;15.50;24.145;1685.011;3325.54;3736.85;420.03
22/01/2020;15.295;24.39;1684.463;3321.75;3769.79;423.04
21/01/2020;15.285;24.55;1685.898;3320.79;3789.12;423.38
20/01/2020;15.30;24.475;#N/A;#N/A;3799.03;423.98
17/01/2020;15.195;24.375;1699.635;3329.62;3808.26;424.56
16/01/2020;14.98;24.20;1705.215;3316.81;3774.14;420.54
15/01/2020;14.90;24.18;1682.396;3289.29;3768.96;419.63
14/01/2020;14.81;24.685;1675.741;3283.15;3774.88;419.59
13/01/2020;14.80;25.335;1669.605;3288.13;3779.68;418.39
10/01/2020;14.755;25.355;1657.643;3265.35;3789.52;419.14
09/01/2020;14.81;25.25;1664.988;3274.7;3795.88;419.64
08/01/2020;14.87;25.28;1663.593;3253.05;3772.56;418.36
07/01/2020;14.89;25.29;1658.305;3237.18;3759.25;417.67
06/01/2020;14.705;25.135;1663.257;3246.28;3752.52;416.63
03/01/2020;14.69;25.47;1660.87;3234.85;3773.37;418.33
02/01/2020;14.695;25.46;1666.772;3257.85;3793.24;419.72
31/12/2019;14.40;25.11;1668.469;3230.78;3745.15;415.84
30/12/2019;14.515;25.095;1664.15;3221.29;3748.47;416.17
27/12/2019;14.69;25.21;1669.033;3240.02;3782.27;419.74
24/12/2019;14.62;25.26;1678.01;3223.38;3774.39;418.86
23/12/2019;14.655;25.39;1674.141;3224.01;3776.66;418.27
20/12/2019;14.75;25.405;1671.902;3221.22;3776.56;418.4
19/12/2019;14.50;25.04;1667.094;3205.37;3739.17;415.07
18/12/2019;14.485;25.09;1661.731;3191.14;3739;414.38
17/12/2019;14.73;25.06;1657.564;3192.52;3745.28;414.92
16/12/2019;14.645;24.96;1649.939;3191.45;3772.74;417.75
13/12/2019;14.585;24.78;1637.976;3168.8;3731.07;412.02
12/12/2019;14.50;24.76;1644.813;3168.57;3706.35;407.58
11/12/2019;14.64;24.54;1631.926;3141.63;3687.45;406.22
10/12/2019;14.415;24.63;1631.714;3132.52;3671.78;405.34
09/12/2019;14.44;24.80;1629.619;3135.96;3672.18;406.39
06/12/2019;14.60;24.85;1633.837;3145.91;3692.34;407.35
05/12/2019;14.495;24.635;1614.833;3117.43;3648.13;402.66
04/12/2019;14.40;24.535;1613.896;3112.76;3660.02;403.19
03/12/2019;14.20;24.26;1602.63;3093.2;3610.99;398.48
02/12/2019;14.06;24.415;1607.579;3113.87;3626.66;401.01
29/11/2019;14.36;24.695;1624.503;3140.98;3703.58;407.43
28/11/2019;14.34;24.835;#N/A;#N/A;3704.48;409.25
27/11/2019;14.38;24.805;1634.104;3153.63;3712.85;409.81
26/11/2019;14.26;24.92;1624.231;3140.52;3705.55;408.49
25/11/2019;14.20;25.035;1621.904;3133.64;3707.68;408.09
22/11/2019;14.04;25.02;1588.943;3110.29;3687.32;403.98
21/11/2019;14.02;25.00;1583.962;3103.54;3679.66;402.22
20/11/2019;14.17;25.005;1591.609;3108.46;3683.88;403.82
19/11/2019;14.20;25.13;1598.292;3120.18;3696.56;405.5
18/11/2019;14.34;25.15;1592.341;3122.03;3704.92;405.99
15/11/2019;14.37;25.235;1596.454;3120.46;3711.61;406.04
14/11/2019;14.41;25.21;1588.794;3096.63;3688.81;404.41
13/11/2019;14.345;25.21;1589.179;3094.04;3699.5;405.86
12/11/2019;14.25;25.31;1595.117;3091.84;3712.2;406.9
11/11/2019;14.16;25.275;1594.77;3087.01;3696.82;405.34
08/11/2019;14.185;25.38;1598.864;3093.08;3699.65;405.42
07/11/2019;14.245;25.00;1593.99;3085.18;3706.68;406.56
06/11/2019;14.905;24.31;1589.542;3076.78;3688.74;405.07
05/11/2019;14.715;24.225;1599.611;3074.62;3676.52;404.23
04/11/2019;14.89;24.08;1597.396;3078.27;3665.21;403.41
01/11/2019;14.85;23.83;1589.33;3066.91;3623.74;399.43
31/10/2019;14.995;23.685;1562.452;3037.56;3604.41;396.75
30/10/2019;14.83;23.83;1572.847;3046.77;3620.29;398.7
29/10/2019;14.80;24.15;1577.073;3036.89;3622.09;398.37
28/10/2019;14.86;24.26;1571.933;3039.42;3625.69;398.99
25/10/2019;14.925;24.305;1558.708;3022.55;3624.68;398.01
24/10/2019;15.115;24.37;1550.18;3010.29;3621.37;397.37
23/10/2019;14.97;24.135;1552.855;3004.52;3606.89;395.03
22/10/2019;14.96;24.09;1550.866;2995.99;3604.82;394.59
21/10/2019;14.77;24.11;1550.139;3006.72;3600.08;394.22
18/10/2019;14.95;23.93;1535.482;2986.2;3579.41;391.84
17/10/2019;14.88;23.835;1541.844;2997.95;3588.62;393.08
16/10/2019;15.005;23.76;1525.057;2989.69;3599.25;393.46
15/10/2019;15.095;23.905;1523.302;2995.68;3598.65;394.02
14/10/2019;15.10;23.495;1505.429;2966.15;3556.26;389.69
11/10/2019;15.03;23.64;1511.9;2970.27;3569.92;391.61
10/10/2019;14.675;22.755;1485.364;2938.13;3493.96;382.76
09/10/2019;14.535;22.45;1479.461;2919.4;3462.11;380.3
08/10/2019;14.655;22.515;1472.598;2893.06;3432.76;378.71
07/10/2019;14.84;22.74;1497.787;2938.79;3471.24;382.91
04/10/2019;14.77;22.58;1500.702;2952.01;3446.71;380.22
03/10/2019;14.545;22.46;1486.347;2910.63;3417.37;377.46
02/10/2019;14.60;22.48;1479.63;2887.61;3413.31;377.52
01/10/2019;15.065;23.065;1493.432;2940.25;3518.25;387.99
30/09/2019;14.98;23.43;1523.373;2976.74;3569.45;393.15
27/09/2019;14.625;23.15;1520.476;2961.79;3545.88;391.79
26/09/2019;14.77;23.055;1533.326;2977.62;3532.18;389.95
25/09/2019;14.50;22.985;1550.654;2984.87;3513.03;387.59
24/09/2019;14.57;22.97;1533.586;2966.6;3532.05;389.84
23/09/2019;14.34;23.155;1558.247;2991.78;3536.97;389.8
20/09/2019;14.45;23.39;1559.765;2992.07;3571.39;392.95
19/09/2019;14.27;22.905;1561.474;3006.79;3552.65;391.8
18/09/2019;14.16;22.635;1568.344;3006.73;3528.04;389.41
17/09/2019;13.95;22.55;1578.29;3005.7;3521.26;389.33
16/09/2019;13.615;22.59;1584.597;2997.96;3518.45;389.53
13/09/2019;13.67;22.735;1578.138;3007.39;3550.11;391.79
12/09/2019;13.94;22.425;1575.066;3009.57;3538.86;390.48
11/09/2019;13.595;22.455;1575.712;3000.93;3516.82;389.71
10/09/2019;13.545;22.30;1542.989;2979.39;3498.99;386.44
09/09/2019;13.385;21.965;1524.231;2978.43;3495.02;386.06
06/09/2019;13.655;21.56;1505.168;2978.71;3495.19;387.14
05/09/2019;13.755;21.405;1510.745;2976;3484.7;385.92
04/09/2019;13.855;21.02;1484.758;2937.78;3450.83;383.18
03/09/2019;13.84;20.81;1472.283;2906.27;3420.74;379.81
02/09/2019;13.865;20.99;#N/A;#N/A;3432.54;380.69
30/08/2019;13.825;20.87;1494.839;2926.46;3426.76;379.48
29/08/2019;13.795;20.88;1496.72;2924.58;3411.33;376.74
28/08/2019;13.65;20.78;1472.713;2887.94;3365.38;372.86
27/08/2019;13.66;21.255;1456.039;2869.16;3370.47;373.62
26/08/2019;13.50;21.295;1476.002;2878.38;3348.84;371.28
23/08/2019;13.42;21.25;1459.485;2847.11;3334.25;371.36
22/08/2019;13.445;21.58;1506.002;2922.95;3373.67;374.29
21/08/2019;13.55;21.58;1509.85;2924.43;3394.89;375.8
20/08/2019;13.49;21.485;1498.006;2900.51;3350.23;371.3
19/08/2019;13.63;21.72;1508.85;2923.65;3369.19;373.86
16/08/2019;13.465;21.525;1493.64;2888.68;3329.08;369.63
15/08/2019;13.33;21.24;1461.648;2847.6;3282.78;365.09
14/08/2019;13.32;21.305;1467.522;2840.6;3288.7;366.16
13/08/2019;13.48;21.625;1510.575;2926.32;3357.16;372.4
12/08/2019;13.305;21.60;1494.275;2883.75;3326.55;370.41
09/08/2019;13.28;21.655;1513.043;2918.65;3333.74;371.56
08/08/2019;13.43;21.86;1532.132;2938.09;3375.38;374.71
07/08/2019;13.325;21.425;1500.686;2883.98;3309.99;368.6
06/08/2019;13.26;21.615;1502.086;2881.77;3291.66;367.71
05/08/2019;13.35;21.82;1487.414;2844.74;3310.93;369.43
02/08/2019;13.665;22.30;1533.659;2932.05;3376.12;378.15
01/08/2019;13.85;23.165;1550.764;2953.56;3490.03;387.68
31/07/2019;13.92;22.90;1574.605;2980.38;3466.85;385.77
30/07/2019;14.04;23.00;1585.599;3013.18;3462.85;385.11
29/07/2019;14.315;23.50;1569.025;3020.97;3523.58;390.85
26/07/2019;14.05;23.465;1578.967;3025.86;3524.47;390.73
25/07/2019;13.95;23.54;1561.449;3003.67;3510.15;389.52
24/07/2019;14.035;23.54;1580.417;3019.56;3532.9;391.73
23/07/2019;13.965;23.675;1554.962;3005.47;3532.87;391.54
22/07/2019;13.82;23.525;1544.783;2985.03;3489.92;387.74
19/07/2019;13.75;23.58;1547.896;2976.61;3480.18;387.25
18/07/2019;13.825;23.635;1555.624;2995.11;3482.83;386.8
17/07/2019;13.80;23.795;1550.778;2984.42;3501.58;387.66
16/07/2019;13.765;23.88;1561.995;3004.04;3521.36;389.1
15/07/2019;13.87;23.685;1561.82;3014.3;3502.22;387.75
12/07/2019;13.885;23.655;1569.998;3013.77;3497.63;386.85
11/07/2019;13.82;23.575;1557.921;2999.91;3496.73;386.7
10/07/2019;13.83;23.705;1565.046;2993.07;3501.52;387.15
09/07/2019;13.925;23.745;1562.589;2979.63;3509.75;387.92
08/07/2019;13.80;23.795;1561.387;2975.95;3523.76;389.9
05/07/2019;13.765;23.79;1575.625;2990.41;3527.98;390.11
04/07/2019;13.83;23.73;#N/A;#N/A;3544.15;392.94
03/07/2019;13.895;23.68;1572.122;2995.82;3540.63;392.58
02/07/2019;13.67;23.51;1560.538;2973.01;3507.98;389.29
01/07/2019;13.44;23.24;1569.663;2964.33;3497.59;387.87
28/06/2019;13.34;23.10;1566.572;2941.76;3473.69;384.87
27/06/2019;13.15;23.00;1546.55;2924.92;3442.38;382.21
26/06/2019;13.25;23.155;1517.775;2913.78;3442.95;382.2
25/06/2019;13.365;23.12;1521.035;2917.38;3444.36;383.4
24/06/2019;13.435;23.30;1530.083;2945.35;3455.57;383.79
21/06/2019;13.50;23.255;1549.628;2950.46;3466.92;384.76
20/06/2019;13.445;23.115;1563.495;2954.18;3468.08;386.16
19/06/2019;13.50;23.18;1555.579;2926.46;3454.7;384.77
18/06/2019;13.43;23.12;1550.229;2917.75;3452.89;384.78
17/06/2019;12.825;22.925;1532.752;2889.67;3383.21;378.46
14/06/2019;12.955;22.61;1522.499;2886.98;3379.19;378.81
13/06/2019;12.81;22.685;1535.804;2891.64;3390.5;380.33
12/06/2019;13.005;22.60;1519.792;2879.84;3386.63;379.74
11/06/2019;13.07;22.655;1519.108;2885.72;3401.1;380.89
10/06/2019;13.10;22.42;1523.561;2886.73;3386.45;378.27
07/06/2019;13.215;22.40;1514.391;2873.34;3378.38;377.48
06/06/2019;12.99;22.17;1503.538;2843.49;3338.41;374.01
05/06/2019;12.945;22.20;1506.793;2826.15;3339.95;374.08
04/06/2019;12.655;22.29;1508.561;2803.27;3333.49;372.67
03/06/2019;12.515;21.80;1469.983;2744.45;3300.22;370.49
31/05/2019;12.45;22.08;1465.487;2752.06;3280.43;369.06
30/05/2019;12.50;22.17;1485.531;2788.86;3318.15;372.07
29/05/2019;12.52;22.06;1489.952;2783.02;3297.81;370.51
28/05/2019;12.70;22.195;1504.019;2802.39;3348.86;375.9
27/05/2019;12.75;22.38;#N/A;#N/A;3364.04;376.71
24/05/2019;12.62;22.305;1514.109;2826.06;3350.7;375.89
23/05/2019;12.55;22.155;1501.38;2822.24;3327.2;373.79
22/05/2019;12.82;22.435;1531.625;2856.27;3386.72;379.19
21/05/2019;12.835;22.58;1545.248;2864.36;3386.51;379.5
20/05/2019;13.555;22.415;1524.963;2840.23;3369.78;377.46
17/05/2019;13.58;22.605;1535.763;2859.53;3425.64;381.51
16/05/2019;13.82;22.61;1557.239;2876.32;3438.56;382.88
15/05/2019;13.61;22.245;1548.271;2850.96;3385.78;378.06
14/05/2019;13.44;22.15;1543.058;2834.41;3364.38;376.34
13/05/2019;13.195;21.955;1523.001;2811.87;3320.78;372.57
10/05/2019;13.12;22.10;1572.993;2881.4;3361.05;377.14
09/05/2019;12.995;22.11;1570.057;2870.72;3350.71;375.92
08/05/2019;13.135;22.345;1574.975;2879.42;3417.26;382.23
07/05/2019;13.155;22.505;1582.312;2884.05;3401.16;381.64
06/05/2019;13.165;22.815;1614.976;2932.47;3462.95;386.95
03/05/2019;13.255;23.07;1614.022;2945.64;3502.48;390.37
02/05/2019;13.21;22.63;1582.651;2917.52;3488.93;388.84
30/04/2019;13.205;23.745;1591.211;2945.83;3514.62;391.35
29/04/2019;13.025;23.68;1598.356;2943.03;3501.94;391.32
26/04/2019;13.12;23.65;1591.816;2939.88;3500.41;391.01
25/04/2019;13.00;23.70;1575.612;2926.17;3491.92;390.15
24/04/2019;13.025;23.645;1588.132;2927.25;3502.63;390.98
23/04/2019;13.265;23.72;1585.093;2933.68;3503.85;391.35
18/04/2019;13.335;23.735;1565.748;2905.03;3499.23;390.46
17/04/2019;13.30;23.70;1567.597;2900.45;3477.73;389.59
16/04/2019;13.295;23.545;1582.785;2907.06;3463.36;389.21
15/04/2019;13.315;23.45;1579.168;2905.58;3450.46;388.1
12/04/2019;13.20;23.34;1584.802;2907.41;3447.83;387.53
11/04/2019;13.375;23.28;1579.141;2888.32;3435.34;386.91
10/04/2019;13.605;23.175;1581.551;2888.21;3424.65;386.68
09/04/2019;13.58;23.16;1559.683;2878.2;3417.22;385.68
08/04/2019;13.545;23.245;1579.005;2895.77;3438.06;387.51
05/04/2019;13.44;23.25;1582.558;2892.74;3447.47;388.23
04/04/2019;13.47;23.37;1567.494;2879.39;3441.93;387.87
03/04/2019;13.47;23.34;1560.91;2873.4;3435.56;388.92
02/04/2019;13.35;22.965;1553.325;2867.24;3395.7;385.03
01/04/2019;13.315;22.705;1556.064;2867.19;3385.38;383.67
29/03/2019;13.28;22.43;1539.739;2834.4;3351.71;379.09
28/03/2019;13.24;22.255;1535.104;2815.44;3320.29;376.84
27/03/2019;13.295;22.48;1522.231;2805.37;3322.04;377.28
26/03/2019;13.23;22.37;1528.166;2818.46;3319.53;377.2
25/03/2019;13.30;22.295;1512.864;2798.36;3300.48;374.33
22/03/2019;13.245;22.33;1505.923;2800.71;3305.73;376.03
21/03/2019;13.45;22.605;1562.412;2854.88;3367.4;380.69
20/03/2019;13.475;22.675;1543.159;2824.23;3372.38;380.84
19/03/2019;13.44;22.845;1554.985;2832.57;3409;384.29
18/03/2019;13.50;22.80;1563.932;2832.94;3387.94;382.11
15/03/2019;13.515;22.795;1553.538;2822.48;3386.08;381.1
14/03/2019;13.30;22.465;1549.635;2808.48;3342.03;378.52
13/03/2019;13.335;22.31;1555.88;2810.92;3323.45;375.6
12/03/2019;13.335;22.15;1549.835;2791.52;3303.95;373.25
11/03/2019;13.28;22.17;1548.877;2783.3;3304.44;373.47
08/03/2019;13.24;21.985;1521.884;2743.07;3283.6;370.57
07/03/2019;13.28;22.225;1523.629;2748.93;3308.85;373.88
06/03/2019;13.115;22.355;1536.82;2771.45;3324.67;375.48
05/03/2019;13.175;22.285;1568.283;2789.65;3327.19;375.64
04/03/2019;13.20;22.455;1575.437;2792.81;3317.12;375.09
01/03/2019;13.34;22.525;1589.64;2803.69;3312.1;374.24
28/02/2019;13.25;22.295;1575.549;2784.49;3298.26;372.8
27/02/2019;13.90;22.105;1581.052;2792.38;3282.77;372.58
26/02/2019;14.13;21.825;1577.483;2793.9;3289.32;373.64
25/02/2019;14.07;21.80;1588.805;2796.11;3280.01;372.18
22/02/2019;14.06;21.635;1590.062;2792.67;3270.55;371.23
21/02/2019;14.13;21.39;1575.547;2774.88;3263.7;370.41
20/02/2019;14.11;21.16;1581.661;2784.7;3259.49;371.46
19/02/2019;14.085;20.79;1574.468;2779.76;3239.41;368.97
18/02/2019;14.075;20.78;#N/A;#N/A;3244.79;369.78
15/02/2019;14.12;20.745;1569.247;2775.6;3241.25;368.94
14/02/2019;14.04;20.37;1545.105;2745.73;3182.66;363.8
13/02/2019;13.95;20.505;1542.943;2753.03;3202.37;364.97
12/02/2019;13.925;20.355;1538.23;2744.73;3190.75;362.78
11/02/2019;13.905;20.27;1518.982;2709.8;3165.61;361.12
08/02/2019;13.74;20.11;1506.394;2707.88;3135.62;358.07
07/02/2019;13.81;20.285;1505.625;2706.05;3150.76;360.08
06/02/2019;13.965;20.57;1518.021;2731.61;3212.75;365.52
05/02/2019;14.10;20.515;1520.225;2737.7;3215.04;364.99
04/02/2019;13.935;20.39;1517.536;2724.87;3165.2;359.92
01/02/2019;14.09;20.355;1502.054;2706.53;3171.12;359.71
31/01/2019;13.985;20.245;1499.419;2704.1;3159.43;358.67
30/01/2019;13.895;20.33;1486.942;2681.05;3161.74;358.51
29/01/2019;14.045;20.36;1471.448;2640;3153.42;357.23
28/01/2019;13.875;20.30;1473.536;2643.85;3137.27;354.38
25/01/2019;13.925;20.41;1482.853;2664.76;3163.24;357.84
24/01/2019;13.755;20.38;1464.406;2642.33;3126.31;355.67
23/01/2019;13.805;20.27;1454.255;2638.7;3112.13;354.89
22/01/2019;13.695;20.395;1457.454;2632.9;3112.8;355.09
21/01/2019;13.73;20.485;#N/A;#N/A;3125.07;356.36
18/01/2019;13.835;20.56;1482.501;2670.71;3134.92;357.05
17/01/2019;13.60;20.10;1467.249;2635.96;3069.35;350.73
16/01/2019;13.50;20.05;1454.697;2616.1;3077.22;350.59
15/01/2019;13.605;19.738;1445.218;2610.3;3068.05;348.71
14/01/2019;13.36;19.678;1432.814;2582.61;3055.18;347.51
11/01/2019;13.325;19.556;1447.385;2596.26;3070.04;349.2
10/01/2019;13.465;19.508;1445.432;2596.64;3075.73;348.88
09/01/2019;13.235;19.346;1438.807;2584.96;3070.24;347.7
08/01/2019;13.16;19.222;1426.552;2574.41;3054.94;345.85
07/01/2019;13.02;19.15;1405.365;2549.69;3033.64;342.88
04/01/2019;12.715;19.236;1380.747;2531.94;3041.85;343.38
03/01/2019;12.54;18.65;1330.831;2447.89;2954.66;333.92
02/01/2019;12.54;18.806;1355.906;2510.03;2993.18;337.21
31/12/2018;12.525;18.858;1348.559;2506.85;3001.42;337.65
28/12/2018;12.275;18.78;1337.923;2485.74;2986.53;336.23
27/12/2018;12.02;18.54;1331.817;2488.83;2937.36;329.58
24/12/2018;12.28;18.768;1266.925;2351.1;2973.78;335.24
21/12/2018;12.51;18.796;1292.086;2416.62;3000.61;336.67
20/12/2018;12.465;18.688;1326.002;2467.42;3000.06;336.58
19/12/2018;12.795;18.952;1349.229;2506.96;3051.38;341.52
18/12/2018;12.67;18.97;1377.176;2546.16;3040.13;340.46
17/12/2018;12.865;19.02;1378.144;2545.94;3063.65;343.26
14/12/2018;12.905;19.198;1410.813;2599.95;3092.6;347.21
13/12/2018;12.775;19.316;1432.7;2650.54;3112.17;349.42
12/12/2018;12.65;19.354;1455.323;2651.07;3107.97;350
11/12/2018;12.26;19.192;1440.134;2636.78;3055.32;344.18
10/12/2018;11.99;19.36;1443.095;2637.72;3016.99;338.99
07/12/2018;12.125;19.72;1448.089;2633.08;3058.53;345.45
06/12/2018;12.08;19.972;1477.412;2695.95;3045.94;343.31
05/12/2018;12.365;20.65;#N/A;#N/A;3150.27;354.27
04/12/2018;12.35;21.24;1480.751;2700.06;3189.25;358.43
03/12/2018;12.55;21.58;1548.957;2790.37;3214.99;361.18
30/11/2018;12.42;21.515;1533.266;2760.17;3173.13;357.49
29/11/2018;12.49;21.535;1525.387;2737.76;3174.16;358.1
28/11/2018;12.565;21.42;1530.384;2743.79;3168.29;357.39
27/11/2018;12.67;21.265;1492.855;2682.17;3166.42;357.4
26/11/2018;12.44;21.215;1505.958;2673.45;3172.71;358.33
23/11/2018;12.09;20.91;1488.681;2632.56;3137.21;353.98
22/11/2018;12.145;20.86;#N/A;#N/A;3126.67;352.57
21/11/2018;12.32;21.15;1488.279;2649.93;3153.91;355.07
20/11/2018;12.16;21.155;1469.009;2641.89;3116.07;351.06
19/11/2018;12.195;21.685;1496.541;2690.73;3160.33;355.11
16/11/2018;12.20;21.605;1527.533;2736.27;3180.74;357.71
15/11/2018;12.16;21.82;1524.122;2730.2;3190.31;358.43
14/11/2018;12.50;22.02;1502.505;2701.58;3205.36;362.27
13/11/2018;12.545;22.225;1514.802;2722.18;3224.82;364.44
12/11/2018;12.545;22.055;1518.794;2726.22;3194.08;362.03
09/11/2018;12.575;22.305;1549.493;2781.01;3229.49;365.74
08/11/2018;12.275;22.32;1578.209;2806.83;3237.6;367.08
07/11/2018;12.445;22.235;1582.159;2813.89;3246.16;366.39
06/11/2018;12.02;22.005;1556.098;2755.45;3207.42;362.55
05/11/2018;12.055;22.06;1547.512;2738.31;3217.37;363.5
02/11/2018;11.91;22.235;1547.981;2723.06;3214.41;364.08
01/11/2018;11.97;22.18;1544.98;2740.37;3204.21;363.08
31/10/2018;11.775;22.14;1511.413;2711.74;3197.51;361.61
30/10/2018;11.44;21.97;1506.637;2682.63;3147.13;355.53
29/10/2018;11.47;21.98;1477.306;2641.25;3154.93;355.51
26/10/2018;11.475;21.805;1483.821;2658.69;3134.89;352.34
25/10/2018;11.645;22.075;1500.396;2705.57;3164.4;355.07
24/10/2018;11.585;21.96;1468.698;2656.1;3130.33;353.27
23/10/2018;11.62;22.15;1526.587;2740.69;3140.94;354.06
22/10/2018;11.695;22.485;1539.501;2755.88;3190.09;359.74
19/10/2018;11.735;22.37;1542.042;2767.78;3210.82;361.24
18/10/2018;11.68;22.56;1560.752;2768.78;3211.59;361.67
17/10/2018;11.75;22.515;1589.604;2809.21;3243.08;363.54
16/10/2018;11.83;22.515;1596.837;2809.92;3257.34;364.99
15/10/2018;11.75;22.58;1553.095;2750.79;3210.37;359.31
12/10/2018;11.68;22.47;1546.679;2767.13;3194.41;358.95
11/10/2018;11.86;22.62;1545.38;2728.37;3209.19;359.65
10/10/2018;12.175;23.445;1575.412;2785.68;3266.9;366.93
09/10/2018;12.81;23.51;1621.865;2880.34;3321.79;372.93
08/10/2018;12.655;23.51;1629.515;2884.43;3309.72;372.21
05/10/2018;12.675;23.71;1632.112;2885.57;3345.51;376.41
04/10/2018;12.705;23.675;1646.911;2901.61;3375.08;379.68
03/10/2018;12.795;23.235;1671.294;2925.51;3405.48;383.84
02/10/2018;12.77;23.12;1656.042;2923.43;3388.99;381.94
01/10/2018;12.635;23.06;1672.992;2924.59;3414.16;383.94
28/09/2018;12.665;23.15;1696.571;2913.98;3399.2;383.18
27/09/2018;12.56;23.585;1690.526;2914;3449.79;386.38
